order_id,customer_id,order_date,order_amount
ORD-10558,CUST-1178,2024-09-08,145.72
ORD-10559,CUST-1179,2024-06-27,52.6
ORD-10560,CUST-1179,2024-09-29,63.92
ORD-10561,CUST-1179,2024-10-25,257.14
ORD-10562,CUST-1179,2024-11-04,48.19
ORD-10563,CUST-1179,2024-11-10,100.04
ORD-10564,CUST-1180,2024-12-30,103.65
ORD-10565,CUST-1181,2024-11-27,33.99
ORD-10566,CUST-1181,2025-03-04,20.26
ORD-10567,CUST-1182,2024-07-06,35.8
ORD-10568,CUST-1182,2024-08-21,35.43
ORD-10569,CUST-1183,2024-12-22,25.82
ORD-10570,CUST-1183,2024-12-30,30.3
ORD-10571,CUST-1183,2025-03-16,14.79
ORD-10572,CUST-1183,2025-04-29,362.84
ORD-10573,CUST-1184,2024-02-07,168.75
ORD-10574,CUST-1184,2024-04-01,127.41
ORD-10575,CUST-1184,2024-07-10,67.63
ORD-10576,CUST-1185,2024-09-09,70.72
ORD-10577,CUST-1185,2024-11-07,30.12
ORD-10578,CUST-1185,2024-12-14,19.65
ORD-10579,CUST-1185,2025-01-09,55.97
ORD-10580,CUST-1185,2025-03-02,207.92
ORD-10581,CUST-1185,2025-04-17,100.96
ORD-10582,CUST-1186,2024-05-24,54.07
ORD-10583,CUST-1187,2025-01-23,38.66
ORD-10584,CUST-1188,2024-03-23,59.75
ORD-10585,CUST-1189,2024-01-15,19.93
ORD-10586,CUST-1190,2024-09-03,20.36
ORD-10587,CUST-1190,2024-09-27,58.53
ORD-10588,CUST-1190,2025-01-03,56.72
ORD-10589,CUST-1190,2025-03-03,333.34
ORD-10590,CUST-1190,2025-03-14,33.38
ORD-10591,CUST-1191,2024-09-11,15.91
ORD-10592,CUST-1191,2024-09-29,16.49
ORD-10593,CUST-1191,2024-11-14,87.92
ORD-10594,CUST-1191,2024-11-24,43.98
ORD-10595,CUST-1191,2024-12-26,42.43
ORD-10596,CUST-1191,2025-01-05,47.79
ORD-10597,CUST-1191,2025-03-13,17.29
ORD-10598,CUST-1191,2025-03-21,40.98
ORD-10599,CUST-1192,2024-09-11,171.43
ORD-10600,CUST-1192,2024-10-28,146.99
ORD-10601,CUST-1192,2024-12-29,20.85
ORD-10602,CUST-1193,2024-01-05,48.14
ORD-10603,CUST-1194,2024-08-11,39.82
ORD-10604,CUST-1194,2024-10-13,81.17
ORD-10605,CUST-1195,2024-11-15,124.84
ORD-10606,CUST-1195,2025-02-15,173.99
ORD-10607,CUST-1195,2025-03-17,37.46
ORD-10608,CUST-1195,2025-04-30,42.65
ORD-10609,CUST-1195,2025-06-15,91.98
ORD-10610,CUST-1196,2024-06-21,22.5
ORD-10611,CUST-1197,2024-01-11,79.97
ORD-10612,CUST-1198,2024-06-12,36.73
ORD-10613,CUST-1199,2024-07-13,14.31
ORD-10614,CUST-1199,2024-08-18,228.61
ORD-10615,CUST-1199,2024-09-13,15.09
ORD-10616,CUST-1199,2024-09-19,44.42
ORD-10617,CUST-1199,2024-10-01,14.04
ORD-10618,CUST-1200,2024-12-21,72.54
ORD-10619,CUST-1200,2025-03-14,281.34
ORD-10620,CUST-1200,2025-04-03,223.6
ORD-10621,CUST-1200,2025-04-30,44.15
ORD-10622,CUST-1201,2024-04-30,32.01
ORD-10623,CUST-1201,2024-05-14,16.36
ORD-10624,CUST-1201,2024-06-06,32.98
ORD-10625,CUST-1201,2024-11-10,65.53
ORD-10626,CUST-1201,2024-12-04,68.96
ORD-10627,CUST-1202,2024-06-07,15.12
ORD-10628,CUST-1202,2024-07-11,63.4
ORD-10629,CUST-1202,2024-07-27,228.63
ORD-10630,CUST-1202,2024-11-17,95.74
ORD-10631,CUST-1202,2024-12-26,145.1
ORD-10632,CUST-1202,2025-01-06,114.1
ORD-10633,CUST-1202,2025-01-16,115.26
ORD-10634,CUST-1202,2025-02-04,148.76
ORD-10635,CUST-1203,2024-12-11,70.25
ORD-10636,CUST-1203,2025-01-06,34.38
ORD-10637,CUST-1204,2024-11-01,67.89
ORD-10638,CUST-1204,2025-03-26,27.04
ORD-10639,CUST-1204,2025-04-05,137.55
ORD-10640,CUST-1204,2025-05-06,134.51
ORD-10641,CUST-1204,2025-08-19,16.69
ORD-10642,CUST-1204,2025-11-28,51.16
ORD-10643,CUST-1204,2026-01-04,76.53
ORD-10644,CUST-1205,2024-10-16,89.16
ORD-10645,CUST-1206,2024-11-17,33.74
ORD-10646,CUST-1207,2025-02-03,85.92
ORD-10647,CUST-1208,2024-10-22,129.28
ORD-10648,CUST-1209,2024-12-04,74.31
ORD-10649,CUST-1209,2024-12-13,55.97
ORD-10650,CUST-1209,2024-12-21,46.53
ORD-10651,CUST-1210,2024-02-14,119.85
ORD-10652,CUST-1211,2024-01-31,57.64
ORD-10653,CUST-1211,2024-04-16,92.31
ORD-10654,CUST-1212,2024-04-02,33.94
ORD-10655,CUST-1213,2024-09-13,263.55
ORD-10656,CUST-1213,2024-10-29,41.29
ORD-10657,CUST-1213,2024-12-19,21.03
ORD-10658,CUST-1213,2025-04-01,57.96
ORD-10659,CUST-1214,2024-10-12,124.88
ORD-10660,CUST-1214,2024-12-29,64.77
ORD-10661,CUST-1214,2025-02-05,22.52
ORD-10662,CUST-1215,2024-02-23,77.05
ORD-10663,CUST-1216,2024-07-23,15.62
ORD-10664,CUST-1217,2024-04-08,100.29
ORD-10665,CUST-1217,2024-04-30,19.49
ORD-10666,CUST-1218,2024-11-11,157.09
ORD-10667,CUST-1219,2024-06-04,77.6
ORD-10668,CUST-1219,2024-08-02,12.78
ORD-10669,CUST-1219,2024-08-15,93.65
ORD-10670,CUST-1219,2024-10-08,232.38
ORD-10671,CUST-1220,2024-09-14,15.71
ORD-10672,CUST-1220,2024-10-09,216.72
ORD-10673,CUST-1220,2024-11-14,49.35
ORD-10674,CUST-1221,2024-01-21,107.35
ORD-10675,CUST-1222,2024-09-28,73.33
ORD-10676,CUST-1222,2024-10-18,22.05
ORD-10677,CUST-1222,2024-12-09,99.71
ORD-10678,CUST-1222,2024-12-31,79.79
ORD-10679,CUST-1222,2025-01-27,93.68
ORD-10680,CUST-1223,2024-02-14,59.65
ORD-10681,CUST-1223,2024-03-04,129.81
ORD-10682,CUST-1224,2024-01-08,21.13
ORD-10683,CUST-1225,2024-07-04,227.68
ORD-10684,CUST-1225,2024-08-10,86.07
ORD-10685,CUST-1225,2024-08-31,109.17
ORD-10686,CUST-1226,2024-11-04,119.48
ORD-10687,CUST-1226,2024-11-14,32.56
ORD-10688,CUST-1227,2024-05-28,12.59
ORD-10689,CUST-1227,2024-06-18,80.08
ORD-10690,CUST-1228,2024-11-08,52.31
ORD-10691,CUST-1228,2024-12-05,35.96
ORD-10692,CUST-1229,2024-07-12,101.95
ORD-10693,CUST-1230,2024-05-26,29.1
ORD-10694,CUST-1230,2024-06-09,22.36
ORD-10695,CUST-1230,2024-07-27,111.31
ORD-10696,CUST-1230,2024-09-08,22.83
ORD-10697,CUST-1230,2024-11-26,78.18
ORD-10698,CUST-1230,2024-12-23,85.38
ORD-10699,CUST-1231,2024-07-06,156.06
ORD-10700,CUST-1232,2024-01-04,77.29
ORD-10701,CUST-1233,2024-07-19,86.49
ORD-10702,CUST-1233,2024-07-27,33.38
ORD-10703,CUST-1234,2024-03-07,50.83
ORD-10704,CUST-1234,2024-03-22,15.83
ORD-10705,CUST-1235,2024-04-13,49.84
ORD-10706,CUST-1235,2024-05-28,17.43
ORD-10707,CUST-1235,2024-07-15,270.73
ORD-10708,CUST-1235,2024-07-29,114.75
ORD-10709,CUST-1235,2024-11-18,199.51
ORD-10710,CUST-1235,2025-04-17,60.41
ORD-10711,CUST-1235,2025-10-09,104.54
ORD-10712,CUST-1235,2025-10-21,54.62
ORD-10713,CUST-1235,2025-12-22,30.97
ORD-10714,CUST-1236,2024-01-04,41.21
ORD-10715,CUST-1236,2024-05-05,29.38
ORD-10716,CUST-1236,2024-06-24,28.82
ORD-10717,CUST-1236,2024-07-16,134.97
ORD-10718,CUST-1237,2024-07-11,83.09
ORD-10719,CUST-1238,2025-02-01,15.49
ORD-10720,CUST-1239,2025-01-02,208.44
ORD-10721,CUST-1240,2024-08-13,41.36
ORD-10722,CUST-1241,2025-01-02,19.48
ORD-10723,CUST-1242,2024-01-15,25.02
ORD-10724,CUST-1243,2024-08-20,59.76
ORD-10725,CUST-1243,2024-10-27,34.08
ORD-10726,CUST-1244,2024-08-24,25.89
ORD-10727,CUST-1244,2024-09-16,138.03
ORD-10728,CUST-1244,2024-10-01,17.3
ORD-10729,CUST-1244,2024-10-09,196.23
ORD-10730,CUST-1244,2024-11-14,46.73
ORD-10731,CUST-1244,2025-02-01,129.94
ORD-10732,CUST-1245,2024-06-19,14.99
ORD-10733,CUST-1245,2024-06-30,106.78
ORD-10734,CUST-1245,2024-07-05,47.52
ORD-10735,CUST-1245,2024-08-12,16.15
ORD-10736,CUST-1245,2025-01-26,29.16
ORD-10737,CUST-1246,2024-01-01,97.45
ORD-10738,CUST-1247,2024-05-01,38.08
ORD-10739,CUST-1247,2024-07-01,122.81
ORD-10740,CUST-1247,2024-07-15,42.63
ORD-10741,CUST-1248,2024-08-05,92.81
ORD-10742,CUST-1248,2024-08-18,111.11
ORD-10743,CUST-1248,2024-10-01,210.18
ORD-10744,CUST-1248,2024-10-07,32.54
ORD-10745,CUST-1248,2024-11-22,35.37
ORD-10746,CUST-1249,2025-01-08,126.73
ORD-10747,CUST-1249,2025-03-07,93.94
ORD-10748,CUST-1249,2025-04-08,177.49
ORD-10749,CUST-1250,2024-05-14,262.16
ORD-10750,CUST-1250,2024-08-14,91.01
ORD-10751,CUST-1250,2024-10-16,66.17
ORD-10752,CUST-1250,2025-03-02,57.07
ORD-10753,CUST-1251,2024-01-11,131.21
ORD-10754,CUST-1251,2024-01-16,91.56
ORD-10755,CUST-1252,2024-07-20,94.88
ORD-10756,CUST-1252,2024-10-22,25.34
ORD-10757,CUST-1252,2025-01-07,64.8
ORD-10758,CUST-1252,2025-02-03,21.68
ORD-10759,CUST-1252,2025-05-09,23.62
ORD-10760,CUST-1253,2024-09-06,67.62
ORD-10761,CUST-1253,2024-11-30,166.25
ORD-10762,CUST-1253,2024-12-05,85.36
ORD-10763,CUST-1254,2024-10-20,46.2
ORD-10764,CUST-1254,2024-10-28,112.04
ORD-10765,CUST-1254,2024-11-17,49.35
ORD-10766,CUST-1254,2025-01-13,38.77
ORD-10767,CUST-1255,2024-03-20,47.72
ORD-10768,CUST-1255,2024-05-26,19.45
ORD-10769,CUST-1255,2024-06-14,33.52
ORD-10770,CUST-1256,2025-01-23,20.32
ORD-10771,CUST-1256,2025-02-20,99.53
ORD-10772,CUST-1257,2024-07-12,32.83
ORD-10773,CUST-1257,2024-08-01,82.01
ORD-10774,CUST-1257,2025-01-08,72.65
ORD-10775,CUST-1258,2024-02-06,71.9
ORD-10776,CUST-1259,2025-01-21,31.28
ORD-10777,CUST-1260,2024-03-02,200.72
ORD-10778,CUST-1260,2024-05-06,151.96
ORD-10779,CUST-1260,2024-05-21,70.07
ORD-10780,CUST-1260,2024-07-19,86.59
ORD-10781,CUST-1260,2024-08-16,13.51
ORD-10782,CUST-1260,2024-09-29,31.47
ORD-10783,CUST-1261,2024-01-04,49.45
ORD-10784,CUST-1261,2024-01-13,102.19
ORD-10785,CUST-1261,2024-05-07,49.5
ORD-10786,CUST-1261,2024-05-25,49.54
ORD-10787,CUST-1261,2024-07-26,13.09
ORD-10788,CUST-1262,2024-03-20,148.96
ORD-10789,CUST-1262,2024-05-24,13.4
ORD-10790,CUST-1262,2024-06-10,28.19
ORD-10791,CUST-1263,2024-07-02,98.27
ORD-10792,CUST-1264,2024-09-03,100.78
ORD-10793,CUST-1264,2024-11-07,60.4
ORD-10794,CUST-1264,2024-11-15,42.65
ORD-10795,CUST-1264,2025-03-14,69.58
ORD-10796,CUST-1264,2025-04-22,32.85
ORD-10797,CUST-1264,2025-05-17,159.21
ORD-10798,CUST-1264,2025-07-10,113.14
ORD-10799,CUST-1265,2024-11-25,34.98
ORD-10800,CUST-1265,2024-12-26,13.94
ORD-10801,CUST-1265,2025-01-16,57.9
ORD-10802,CUST-1265,2025-01-23,56.41
ORD-10803,CUST-1265,2025-05-25,19.74
ORD-10804,CUST-1265,2025-08-03,46.76
ORD-10805,CUST-1266,2024-03-05,17.25
ORD-10806,CUST-1267,2024-05-03,31.2
ORD-10807,CUST-1267,2024-06-09,62.35
ORD-10808,CUST-1267,2024-07-03,40.88
ORD-10809,CUST-1267,2024-09-25,113.72
ORD-10810,CUST-1268,2024-06-06,64.89
ORD-10811,CUST-1268,2024-07-12,26.51
ORD-10812,CUST-1268,2024-10-13,85.94
ORD-10813,CUST-1268,2025-01-07,139.73
ORD-10814,CUST-1268,2025-03-15,50.1
ORD-10815,CUST-1268,2025-05-01,23.86
ORD-10816,CUST-1269,2024-02-17,24.24
ORD-10817,CUST-1270,2024-01-08,24.28
ORD-10818,CUST-1270,2024-04-21,30.47
ORD-10819,CUST-1270,2024-05-15,19.74
ORD-10820,CUST-1271,2024-06-05,29.84
ORD-10821,CUST-1271,2024-06-21,221.5
ORD-10822,CUST-1272,2024-07-19,47.01
ORD-10823,CUST-1272,2024-10-23,77.38
ORD-10824,CUST-1272,2024-12-01,20.47
ORD-10825,CUST-1272,2025-01-16,20.6
ORD-10826,CUST-1272,2025-02-08,22.52
ORD-10827,CUST-1273,2024-03-22,58.58
ORD-10828,CUST-1274,2024-07-08,65.96
ORD-10829,CUST-1275,2024-10-16,62.36
ORD-10830,CUST-1276,2024-12-07,151.72
ORD-10831,CUST-1276,2025-01-09,17.62
ORD-10832,CUST-1276,2025-02-05,118.27
ORD-10833,CUST-1276,2025-05-25,27.29
ORD-10834,CUST-1276,2025-06-02,148.9
ORD-10835,CUST-1277,2024-05-30,118.37
ORD-10836,CUST-1277,2024-06-29,394.17
ORD-10837,CUST-1277,2024-08-09,37.68
ORD-10838,CUST-1278,2024-05-27,53.06
ORD-10839,CUST-1279,2024-03-28,82.95
ORD-10840,CUST-1280,2024-01-27,107.05
ORD-10841,CUST-1280,2024-03-11,111.5
ORD-10842,CUST-1281,2024-03-18,156.22
ORD-10843,CUST-1281,2024-05-24,167.75
ORD-10844,CUST-1281,2024-07-31,71.6
ORD-10845,CUST-1281,2024-09-21,155.46
ORD-10846,CUST-1281,2024-11-03,77.55
ORD-10847,CUST-1282,2024-04-06,28.23
ORD-10848,CUST-1282,2024-05-05,167.47
ORD-10849,CUST-1282,2024-06-10,26.03
ORD-10850,CUST-1283,2025-01-10,78.26
ORD-10851,CUST-1283,2025-02-01,32.91
ORD-10852,CUST-1283,2025-02-15,89.61
ORD-10853,CUST-1283,2025-03-03,71.3
ORD-10854,CUST-1283,2025-03-21,83.0
ORD-10855,CUST-1283,2025-06-09,110.34
ORD-10856,CUST-1284,2024-10-06,42.36
ORD-10857,CUST-1285,2024-01-14,149.88
ORD-10858,CUST-1286,2024-12-25,154.87
ORD-10859,CUST-1286,2025-01-16,162.8
ORD-10860,CUST-1287,2024-02-07,454.87
ORD-10861,CUST-1287,2024-02-29,102.14
ORD-10862,CUST-1287,2024-05-17,139.39
ORD-10863,CUST-1288,2024-06-13,21.56
ORD-10864,CUST-1289,2024-09-18,29.66
ORD-10865,CUST-1289,2024-09-23,106.45
ORD-10866,CUST-1290,2024-09-06,142.39
ORD-10867,CUST-1290,2024-10-20,69.03
ORD-10868,CUST-1290,2025-05-23,104.38
ORD-10869,CUST-1291,2024-07-30,27.96
ORD-10870,CUST-1291,2025-04-05,270.52
ORD-10871,CUST-1291,2025-05-27,118.56
ORD-10872,CUST-1291,2025-07-27,70.96
ORD-10873,CUST-1291,2025-08-03,51.92
ORD-10874,CUST-1292,2024-09-16,33.43
ORD-10875,CUST-1292,2024-09-28,78.18
ORD-10876,CUST-1292,2024-11-13,25.35
ORD-10877,CUST-1292,2025-01-11,51.97
ORD-10878,CUST-1292,2025-03-06,130.56
ORD-10879,CUST-1293,2024-12-01,118.03
ORD-10880,CUST-1293,2025-04-30,62.4
ORD-10881,CUST-1294,2024-08-25,41.0
ORD-10882,CUST-1294,2024-09-01,14.6
ORD-10883,CUST-1294,2024-09-30,18.24
ORD-10884,CUST-1294,2024-11-16,150.85
ORD-10885,CUST-1295,2024-11-17,395.46
ORD-10886,CUST-1295,2024-11-23,160.48
ORD-10887,CUST-1295,2025-01-10,248.2
ORD-10888,CUST-1295,2025-02-12,134.69
ORD-10889,CUST-1295,2025-02-19,39.05
ORD-10890,CUST-1296,2024-03-25,29.44
ORD-10891,CUST-1296,2024-04-27,32.83
ORD-10892,CUST-1296,2024-05-06,24.42
ORD-10893,CUST-1296,2024-05-18,247.46
ORD-10894,CUST-1296,2024-07-26,235.75
ORD-10895,CUST-1297,2024-04-29,29.7
ORD-10896,CUST-1298,2024-09-26,16.7
ORD-10897,CUST-1299,2024-02-03,55.57
ORD-10898,CUST-1299,2024-02-24,66.37
ORD-10899,CUST-1299,2024-05-12,22.09
ORD-10900,CUST-1300,2024-02-02,52.5
ORD-10901,CUST-1300,2024-02-23,124.83
ORD-10902,CUST-1300,2024-03-01,47.75
ORD-10903,CUST-1301,2024-03-19,56.19
ORD-10904,CUST-1301,2024-05-23,56.6
ORD-10905,CUST-1301,2024-06-26,130.9
ORD-10906,CUST-1301,2024-07-21,140.2
ORD-10907,CUST-1301,2024-08-18,38.36
ORD-10908,CUST-1301,2024-09-19,105.93
ORD-10909,CUST-1301,2024-09-30,26.71
ORD-10910,CUST-1301,2025-02-18,25.04
ORD-10911,CUST-1301,2025-04-01,68.78
ORD-10912,CUST-1302,2024-08-16,25.82
ORD-10913,CUST-1302,2024-09-04,28.54
ORD-10914,CUST-1302,2024-09-18,126.06
ORD-10915,CUST-1302,2024-10-08,182.73
ORD-10916,CUST-1303,2024-02-04,65.39
ORD-10917,CUST-1303,2024-05-02,115.8
ORD-10918,CUST-1303,2024-05-15,85.11
ORD-10919,CUST-1304,2024-04-15,12.54
ORD-10920,CUST-1305,2024-02-07,55.78
ORD-10921,CUST-1305,2024-06-05,15.16
ORD-10922,CUST-1305,2024-06-25,27.62
ORD-10923,CUST-1305,2024-07-12,167.9
ORD-10924,CUST-1306,2025-02-03,107.87
ORD-10925,CUST-1306,2025-03-02,126.75
ORD-10926,CUST-1306,2025-03-15,14.51
ORD-10927,CUST-1306,2025-03-30,39.55
ORD-10928,CUST-1307,2024-01-14,64.57
ORD-10929,CUST-1307,2024-02-13,131.29
ORD-10930,CUST-1307,2024-02-25,14.14
ORD-10931,CUST-1308,2024-10-16,20.19
ORD-10932,CUST-1309,2024-05-31,117.59
ORD-10933,CUST-1310,2024-08-14,184.56
ORD-10934,CUST-1310,2024-09-10,16.95
ORD-10935,CUST-1310,2024-09-15,126.49
ORD-10936,CUST-1311,2025-01-19,84.14
ORD-10937,CUST-1311,2025-05-25,32.56
ORD-10938,CUST-1312,2025-01-20,13.17
ORD-10939,CUST-1312,2025-03-22,92.13
ORD-10940,CUST-1312,2025-05-09,312.55
ORD-10941,CUST-1312,2025-05-30,39.51
ORD-10942,CUST-1312,2025-06-07,50.51
ORD-10943,CUST-1312,2025-06-25,39.84
ORD-10944,CUST-1313,2024-02-06,24.05
ORD-10945,CUST-1313,2024-03-22,23.1
ORD-10946,CUST-1313,2024-08-28,50.97
ORD-10947,CUST-1314,2024-10-27,103.62
ORD-10948,CUST-1315,2024-03-25,83.3
ORD-10949,CUST-1315,2024-04-22,45.96
ORD-10950,CUST-1315,2024-08-02,159.35
ORD-10951,CUST-1316,2024-03-17,25.77
ORD-10952,CUST-1317,2024-07-16,35.68
ORD-10953,CUST-1317,2024-08-30,49.48
ORD-10954,CUST-1317,2024-09-12,20.56
ORD-10955,CUST-1317,2024-10-22,163.76
ORD-10956,CUST-1318,2024-11-26,117.43
ORD-10957,CUST-1318,2024-12-05,68.4
ORD-10958,CUST-1318,2025-01-07,20.71
ORD-10959,CUST-1318,2025-07-08,28.21
ORD-10960,CUST-1318,2025-07-16,71.23
ORD-10961,CUST-1318,2025-09-19,14.64
ORD-10962,CUST-1318,2025-11-11,61.89
ORD-10963,CUST-1318,2025-11-20,24.81
ORD-10964,CUST-1319,2025-01-22,49.18
ORD-10965,CUST-1319,2025-02-15,15.86
ORD-10966,CUST-1319,2025-02-22,89.05
ORD-10967,CUST-1320,2024-08-19,41.43
ORD-10968,CUST-1321,2024-03-24,18.25
ORD-10969,CUST-1321,2024-04-26,55.27
ORD-10970,CUST-1321,2024-07-22,28.75
ORD-10971,CUST-1321,2024-08-17,119.9
ORD-10972,CUST-1322,2025-01-08,20.71
ORD-10973,CUST-1323,2024-07-09,46.55
ORD-10974,CUST-1324,2024-02-16,74.17
ORD-10975,CUST-1324,2024-06-25,82.96
ORD-10976,CUST-1324,2024-07-03,40.97
ORD-10977,CUST-1324,2024-08-12,46.05
ORD-10978,CUST-1325,2024-05-21,47.15
ORD-10979,CUST-1325,2024-07-15,82.27
ORD-10980,CUST-1325,2024-07-23,45.19
ORD-10981,CUST-1326,2024-06-16,24.47
ORD-10982,CUST-1327,2024-12-20,189.48
ORD-10983,CUST-1327,2025-04-15,78.08
ORD-10984,CUST-1327,2025-06-03,46.05
ORD-10985,CUST-1327,2025-08-09,61.76
ORD-10986,CUST-1328,2024-05-31,172.78
ORD-10987,CUST-1328,2024-06-18,133.35
ORD-10988,CUST-1328,2024-07-22,59.41
ORD-10989,CUST-1328,2024-08-12,67.82
ORD-10990,CUST-1328,2024-09-03,15.1
ORD-10991,CUST-1328,2024-09-22,12.92
ORD-10992,CUST-1329,2024-04-16,314.03
ORD-10993,CUST-1329,2024-04-22,72.63
ORD-10994,CUST-1329,2024-06-14,88.22
ORD-10995,CUST-1329,2024-06-24,193.8
ORD-10996,CUST-1329,2024-07-07,75.87
ORD-10997,CUST-1329,2024-07-23,36.36
ORD-10998,CUST-1329,2024-09-01,47.59
ORD-10999,CUST-1330,2024-12-25,18.21
ORD-11000,CUST-1331,2024-09-21,72.46
ORD-11001,CUST-1332,2024-11-29,251.48
ORD-11002,CUST-1333,2024-01-21,15.11
ORD-11003,CUST-1333,2024-03-04,44.94
ORD-11004,CUST-1334,2024-11-10,36.28
ORD-11005,CUST-1335,2024-12-27,43.02
ORD-11006,CUST-1335,2025-02-05,15.87
ORD-11007,CUST-1335,2025-03-06,128.59
ORD-11008,CUST-1335,2025-05-23,29.01
ORD-11009,CUST-1335,2025-06-08,123.0
ORD-11010,CUST-1336,2024-12-14,18.17
ORD-11011,CUST-1337,2024-05-13,45.12
ORD-11012,CUST-1337,2024-06-20,23.94
ORD-11013,CUST-1338,2024-04-17,41.62
ORD-11014,CUST-1338,2024-05-15,86.5
ORD-11015,CUST-1339,2024-03-18,79.18
ORD-11016,CUST-1340,2024-09-25,126.19
ORD-11017,CUST-1340,2024-11-19,125.55
ORD-11018,CUST-1340,2024-12-16,23.55
ORD-11019,CUST-1340,2025-02-19,41.56
ORD-11020,CUST-1341,2025-02-01,23.54
ORD-11021,CUST-1342,2024-06-19,38.56
ORD-11022,CUST-1342,2024-07-31,136.06
ORD-11023,CUST-1342,2024-08-15,189.6
ORD-11024,CUST-1342,2024-10-11,125.15
ORD-11025,CUST-1342,2024-11-21,110.78
ORD-11026,CUST-1342,2024-11-26,123.38
ORD-11027,CUST-1342,2024-12-02,155.92
ORD-11028,CUST-1343,2024-11-02,31.46
ORD-11029,CUST-1344,2025-01-26,85.32
ORD-11030,CUST-1345,2024-09-30,68.17
ORD-11031,CUST-1345,2024-10-30,33.49
ORD-11032,CUST-1346,2024-09-07,101.85
ORD-11033,CUST-1347,2024-08-30,135.57
ORD-11034,CUST-1348,2024-02-02,31.95
ORD-11035,CUST-1348,2024-02-08,77.37
ORD-11036,CUST-1348,2024-03-09,64.14
ORD-11037,CUST-1348,2024-03-22,35.31
ORD-11038,CUST-1348,2024-05-15,230.97
ORD-11039,CUST-1349,2024-02-05,72.21
ORD-11040,CUST-1349,2024-02-28,174.49
ORD-11041,CUST-1349,2024-03-27,22.55
ORD-11042,CUST-1350,2024-12-26,114.62
ORD-11043,CUST-1351,2024-04-18,28.47
ORD-11044,CUST-1351,2024-06-10,77.78
ORD-11045,CUST-1352,2024-09-23,65.36
ORD-11046,CUST-1353,2024-11-28,175.38
ORD-11047,CUST-1354,2024-11-07,20.68
ORD-11048,CUST-1355,2024-08-04,136.31
ORD-11049,CUST-1355,2024-12-29,66.72
ORD-11050,CUST-1356,2024-08-30,44.49
ORD-11051,CUST-1357,2024-02-08,25.15
ORD-11052,CUST-1358,2024-09-26,87.01
ORD-11053,CUST-1358,2024-10-18,21.79
ORD-11054,CUST-1358,2024-12-07,21.43
ORD-11055,CUST-1358,2025-01-19,89.35
ORD-11056,CUST-1358,2025-03-19,103.52
ORD-11057,CUST-1358,2025-06-24,57.55
ORD-11058,CUST-1358,2025-08-26,75.25
ORD-11059,CUST-1359,2024-06-26,74.9
ORD-11060,CUST-1360,2025-01-20,19.93
ORD-11061,CUST-1361,2024-02-12,69.76
ORD-11062,CUST-1361,2024-03-23,29.81
ORD-11063,CUST-1362,2024-04-10,36.41
ORD-11064,CUST-1362,2024-05-27,160.84
ORD-11065,CUST-1363,2024-10-07,65.34
ORD-11066,CUST-1363,2024-10-31,169.99
ORD-11067,CUST-1363,2024-11-05,37.17
ORD-11068,CUST-1363,2024-11-12,107.05
ORD-11069,CUST-1364,2024-10-29,51.86
ORD-11070,CUST-1365,2025-01-22,43.35
ORD-11071,CUST-1365,2025-01-29,39.44
ORD-11072,CUST-1366,2024-05-21,45.78
ORD-11073,CUST-1366,2024-05-31,152.11
ORD-11074,CUST-1367,2024-09-16,16.62
ORD-11075,CUST-1368,2024-06-09,39.32
ORD-11076,CUST-1368,2024-06-20,44.82
ORD-11077,CUST-1368,2024-07-02,98.67
ORD-11078,CUST-1368,2024-07-17,16.42
ORD-11079,CUST-1368,2024-08-27,71.29
ORD-11080,CUST-1369,2024-08-14,167.6
ORD-11081,CUST-1369,2024-09-10,35.34
ORD-11082,CUST-1369,2024-09-21,23.17
ORD-11083,CUST-1370,2024-07-09,77.14
ORD-11084,CUST-1370,2024-10-01,111.95
ORD-11085,CUST-1370,2024-10-20,196.33
ORD-11086,CUST-1370,2024-10-30,147.73
ORD-11087,CUST-1370,2025-04-12,25.17
ORD-11088,CUST-1371,2024-08-20,191.11
ORD-11089,CUST-1372,2025-01-28,18.35
ORD-11090,CUST-1372,2025-04-18,33.88
ORD-11091,CUST-1373,2024-08-27,163.75
ORD-11092,CUST-1373,2024-09-22,28.35
ORD-11093,CUST-1374,2024-11-15,65.08
ORD-11094,CUST-1374,2025-02-06,77.38
ORD-11095,CUST-1374,2025-04-21,71.83
ORD-11096,CUST-1375,2024-01-24,72.77
ORD-11097,CUST-1375,2024-04-02,60.67
ORD-11098,CUST-1375,2024-04-18,83.88
ORD-11099,CUST-1375,2024-04-26,50.4
ORD-11100,CUST-1375,2024-05-09,25.75
ORD-11101,CUST-1376,2024-06-08,59.09
ORD-11102,CUST-1377,2024-07-21,16.66
ORD-11103,CUST-1378,2024-02-09,15.43
ORD-11104,CUST-1378,2024-02-23,63.15
ORD-11105,CUST-1378,2024-04-14,15.53
ORD-11106,CUST-1378,2024-08-28,132.5
ORD-11107,CUST-1379,2024-02-20,21.05
ORD-11108,CUST-1380,2025-01-30,87.45
ORD-11109,CUST-1381,2024-01-31,12.77
ORD-11110,CUST-1382,2024-05-14,25.17
ORD-11111,CUST-1382,2024-05-23,216.6
ORD-11112,CUST-1382,2024-07-08,97.28
ORD-11113,CUST-1383,2024-02-08,25.32
ORD-11114,CUST-1384,2024-04-22,40.49
ORD-11115,CUST-1384,2024-07-04,330.66
ORD-11116,CUST-1384,2024-07-21,147.3
